42,41,40,39,38,37,36
36,35,34,33,32,31,30
32,31,30,29,28,27,26
40,39,38,37,36,35,34
40,39,38,37,36,35,34
35,34,33,32,31,30,29
33,32,31,30,29,28,27
49,48,47,46,45,44,43
38,37,36,35,34,33,32
32,31,30,29,28,27,26
39,38,37,36,35,34,33
29,28,27,26,25,24,23
28,27,26,25,24,23,22
38,37,36,35,34,33,32
40,39,38,37,36,35,34
34,33,32,31,30,29,28
