23,24,25,26
36,37,39,43
40,41,43,47
29,30,31,33
22,23,24,26
40,42,43,45
24,25,26,28
28,29,30,32
41,42,43,46
37,38,39,42
27,28,30,31
26,27,28,30
38,39,40,42
24,25,27,29
33,34,36,39
36,37,38,41
27,28,29,30
28,29,30,33
32,33,34,38
35,36,37,40
36,37,38,40
25,26,28,29
20,21,22,23
17,18,19,21
32,33,34,35
40,41,42,44
30,31,32,33
17,18,19,20
41,42,45,47
34,35,36,37
18,19,20,21
27,28,29,30
16,17,18,19
29,30,31,32
36,37,38,40
