31,30,29,28
44,43,41,37
48,47,45,41
37,36,35,33
30,29,28,26
32,31,30,28
48,46,45,43
49,48,47,44
36,35,34,32
35,34,32,31
45,44,43,40
46,45,44,42
34,33,32,30
41,40,38,35
32,31,29,27
35,34,33,32
44,43,42,39
40,39,38,34
36,35,34,31
43,42,41,38
33,32,30,29
44,43,42,40
25,24,23,21
28,27,26,25
48,47,46,44
40,39,38,37
25,24,23,22
38,37,36,35
42,41,40,39
49,48,45,43
26,25,24,23
35,34,33,32
24,23,22,21
37,36,35,34
44,43,42,40
