1450,1461,1463,1465,1466.5,1467,1469,1470.5,1471,1472,1473.5,1475,1476,1477,1478,1479,1480,1481,1482,1483,1484,1471.5,1467.5,1468,1468.5,1469.5,1470,1472.5,1473,1474
0.5886,0.4814,0.4681,0.4542,0.4429,0.4411,0.4251,0.4179,0.4164,0.4162,0.4031,0.3893,0.3891,0.3797,0.3793,0.3746,0.3645,0.3596,0.3568,0.3576,0.3454,0.4132,0.4452,0.4311,0.4349,0.4207,0.4223,0.4221,0.421,0.3975
